Arabic Number,Text,source
۱۳۲,للجهة الطبية المختصة منع العامل المخالط لمريض بمرض معد من أحد أفراد أسرته من مزاولة عمله المدة المناسبة بما لا يجاوز ثلاثة أشهر ، وتحدد هذه الأمراض بقرار من الوزير المعنى بشئون الصحة ، كما يحدد القرار الجهة الطبية المختصة المشار إليها .,labor_law
۱۳۳,تثبت عدم اللياقة للخدمة صحيًا وفقًا لأحكام قانون التأمينات الاجتماعية والمعاشات المشار إليه .,labor_law
١٣٤,يجب على العامل ما يأتي :,labor_law
١٣٥,مع عدم الإخلال بأحكام القانون رقم ١٣٧ لسنة ١٩٥٨ فى شأن الاحتياطات الصحية للوقاية من الأمراض المعدية بالإقليم المصرى ، ومع مراعاة أحكام المادتين (۱۳۲و۱۳۸) من هذا القانون يلتزم العامل بالخضوع للاختبارات الطبية عن تعاطى المواد المخدرة أو الأمراض المعدية حينما يطلب منه صاحب العمل ذلك وعلى نفقته ، ويتم الاختبار الطبى بالهيئة العامة للتأمين الصحى أو المعامل المركزية بوزارة الصحة .,labor_law
١٣٦,يُحظر على العامل أن يقوم بنفسه ، أو بواسطة غيره بالأعمال الآتية :,labor_law
۱۳۷,على كل صاحب عمل يستخدم عشرة عمال فأكثر أن يُعد لائحة بقواعد تنظيم العمل وفقًا لطبيعة النشاط ، على أن تتضمن على الأخص نظم الترقى ، والنقل ، والأجور ، والمخالفات التى تمثل خروجًا على مقتضى الواجب الوظيفى ، والجزاءات التأديبية ، خلال ستين يومًا من بداية عمل المنشأة أو تاريخ توافر هذا النصاب ،أو نفاذ هذا القانون ، بحسب الأحوال ، وعليه تسليم الجهة الإدارية المختصة نسخة من اللائحة لمراجعتها والتصديق عليها وعلى الجهة الإدارية المختصة استطلاع رأى المنظمة النقابية العمالية المختصة والتى يتعين عليها إبداء رأيها إلى الجهة الإدارية المختصة فى موعد لا يتجاوز خمسة عشر يومًا من تاريخ تسلمها للائحة وإلا اعتبر ذلك بمثابة موافقة على اللائحة ، فإذا لم تقم الجهة الإدارية المختصة بالتصديق ،أو الاعتراض على اللائحة خلال ثلاثين يومًا من تاريخ استلامها اعتبرت اللائحة نافذة .,labor_law
۱۳۸,يشترط فى الفعل الذى تجوز مساءلة العامل عنه تأديبيًا أن يكون ذا صلة بالعمل ، وتحدد لائحة الجزاءات المخالفات والجزاءات المقررة لها ، وفقًا لما هو منصوص عليه فى المادة (139) من هذا القانون وبما يحقق تناسب الجزاء مع المخالفة .,labor_law
۱۳۹,الجزاءات التأديبية التى يجوز توقيعها على العامل وفقًا للوائح تنظيم العمل والجزاءات فى المنشأة هي :,labor_law
١٤٠,لا يجوز لصاحب العمل توقيع أكثر من جزاء عن المخالفة الواحدة ، كمالا يجوز له الجمع بين اقتطاع جزء من أجر العامل تطبيقًا لحكم المادة (139) من هذا القانون وبين أى جزاء مالي ، إذا زاد ما يجب اقتطاعه على أجر خمسة أيامفى الشهر الواحد .,labor_law
١٤١,لا يجوز توقيع جزاء على العامل إلا بعد إبلاغه كتابة بما نسب إليه وسماع أقواله ، وتحقيق دفاعه وإثبات ذلك فى محضر يودع فى ملفه الخاص ، على أن يبدأ التحقيق خلال سبعة أيام على الأكثر من تاريخ اكتشاف المخالفة ولا يتجاوز ثلاثة أشهرمن تاريخ بداية التحقيق ويجوز أن تزاد ثلاثة أشهر أخرى إذا تكشف أثناء التحقيق وقائع أو مستندات جديدة ، وللمنظمة النقابية التى يتبعها العامل أن تندب ممثلاً عنها لحضور التحقيق .,labor_law
١٤٢,تختص الشئون القانونية بالمنشأة بالتحقيق مع العامل ، وفى حالة عدم وجودها فلصاحب العمل أن يعهد بالتحقيق فى موضوع المخالفة إلى شخص آخر من ذوى الخبرة أو أحد العاملين بالمنشأة ، بشرط ألا يقل المستوى الوظيفى للمحقق عن مستوى العامل الذى يحقق معه .,labor_law
١٤٣,لا يجوز لصاحب العمل أن يوقع جزاء الخصم على العامل عن المخالفة الواحدة بما يزيد على خمسة أيام من الأجر الأساسي ، كما لا يجوز أن يقتطع من هذا الأجر وفاء للجزاءات التى يوقعها أكثر من أجر خمسة أيام فى الشهر الواحد .,labor_law
١٤٤,يجوز تشديد الجزاء إذا عاد العامل إلى ارتكاب مخالفة جديدة من نوع المخالفة التى سبق مجازاته عليها ، متى وقعت هذه المخالفة خلال سنة من تاريخ إبلاغ العامل بتوقيع الجزاء السابق .,labor_law
١٤٥,لصاحب العمل أن يوقف العامل عن عمله مؤقتًا بموجب قرار مكتوب لمدةلا تزيد على ستين يومًا مع صرف أجره كاملاً ، وذلك فى الحالات الآتية :,labor_law
١٤٦,للعامل التظلم من قرار وقفه عن العمل الصادر وفقًا للبندين (١ ، 2) من المادة (145) من هذا القانون بموجب عريضة تقدم لقاضى الأمور الوقتية بالمحكمة العمالية المختصة ، وذلك خلال ثلاثة أيام من تاريخ إخطاره ، أو علمه بصدور القرارالمتظلم منه .,labor_law
١٤٧,لصاحب العمل أن يطلب من قاضى الأمور الوقتية بالمحكمة العمالية المختصة مد فترة الإيقاف عن العمل لمدة أو لمدد أخرى مع صرف نصف أجر العامل وذلك قبل انتهاء مدة الإيقاف بعشرة أيام .,labor_law
١٤٨,يكون الاختصاص بتوقيع جزاء الفصل من العمل للمحكمة العمالية المختصة ، ويكون توقيع باقى الجزاءات التأديبية لصاحب العمل ، أو من يفوضه لذلك ،ويكون لمدير المنشأة توقيع جزائى الإنذار الكتابى ، والخصم من الأجر لمدة لا تجاوز ثلاثة أيام .,labor_law
١٤٩,مع عدم الإخلال بحق التقاضي ، إذا نشأ نزاع فردى بين صاحب العمل والعامل بشأن تطبيق أحكام هذا القانون ، أو أى من القوانين ذات الصلة كان لأى منهما خلال عشرة أيام من تاريخ نشوء النزاع أن يطلب تسويته وديًا بمعرفة لجنة تشكل على النحو الآتي :,labor_law
١٥٠,إذا لم تتم تسوية النزاع وديًا يحرر رئيس اللجنة محضرًا بما تم ، ويوقع منه ومن طرفى النزاع ، ويثبت ما تم من أعمال وما تلقته اللجنة من مستندات ورأيها فى موضوع النزاع ، ويحال إلى المحكمة العمالية المختصة بناء على طلب أى من طرفيه ، ويحدد قلم كتاب المحكمة جلسة لنظر النزاع فى مدة لا تجاوز عشرين يومًا من تاريخ ورود الطلب ، وعليه إعلان طرفى النزاع بها .,labor_law
١٥١,إذا تسبب العامل بخطئه ، أو بمناسبة عمله فى فقد ، أو إتلاف مهمات ، أو آلات أو خامات ، أو منتجات أو غيرها ، يملكها صاحب العمل ، أو كانت فى عهدته التزم بأداء قيمة ما فقد ، أو أتلف .,labor_law
١٥٢,لا تخل الأحكام الواردة بهذا الفصل بالضمانات المقررة بقانون المنظمات النقابية العمالية وحماية حق التنظيم النقابى المشار إليه ، لأعضاء مجالس إداراتالمنظمات النقابية .,labor_law
١٥٣,يجب على صاحب العمل أن يمسك سجلاً ورقيًا أو إلكترونيًا لقيد الجزاءات المالية الموقعة على العمال ، مع بيان سبب توقيعها واسم العامل ومقدار أجره ،وأن يفرد لحصيلتها حسابًا خاصًا للصرف على عمال المنشأة فى الأغراض الاجتماعية والثقافية والرياضية ، ولا يجوز صرف هذه المبالغ للوفاء بالالتزامات المنصوص عليها فى المادة (272) من هذا القانون وتوزع حصيلة تلك الأموال عند تصفية المنشأة بالتساوى على العمال الموجودين بها وقت التصفية .,labor_law
١٥٤,مع عدم الإخلال بما نصت عليه المواد (۸۷ ، ۸۸ ، 95) من هذا القانون ،ينتهى عقد العمل محدد المدة بانقضاء مدته .,labor_law
١٥٥,إذا أبرم عقد العمل لإنجاز عمل معين ، انتهى العقد بإنجاز هذا العمل ، ويجوز تجديده باتفاق صريح بين طرفيه ، وذلك لعمل أو أعمال أخرى مماثلة .,labor_law
١٥٦,مع عدم الإخلال بأحكام المادة (165) من هذا القانون إذا كان عقد العمل غير محدد المدة ، جاز لأى من طرفيه إنهاؤه بشرط أن يخطر الطرف الآخر كتابة قبل الإنهاء بثلاثة أشهر .,labor_law
١٥٧,مع عدم الإخلال بحكم المادة (235) من هذا القانون ، ومع مراعاة أحكام المواد من (١٥٨ إلى ١٧٥) من هذا القانون ، لا يجوز لأصحاب الأعمال والعمال إنهاء عقد العمل غير محدد المدة ، إلا بمبرر مشروع وكاف .,labor_law
١٥٨,لا يجوز تعليق الإخطار بالإنهاء على شرط واقف ، أو فاسخ .,labor_law
١٥٩,لا يجوز توجيه الإخطار للعامل خلال إجازاته ، ولا تحتسب مهلة الإخطارإلا من اليوم التالى لانتهاء الإجازة ، وإذا حصل العامل على إجازة مرضية خلال مهلة الإخطار يوقف سريان هذه المهلة ولا يبدأ سريانها من جديد إلا من اليوم التالى لانتهاء تلك الإجازة .,labor_law
١٦٠,يظل عقد العمل قائمًا طوال مهلة الإخطار ، ويلتزم طرفاه بتنفيذ جميع الالتزامات الناشئة عنه وينتهى العقد بانقضاء هذه المهلة .,labor_law
١٦١,لا يجوز الاتفاق على الإعفاء من شرط الإخطار أو تخفيض مدته ، ويجوز الاتفاق على زيادة هذه المدة .,labor_law
١٦٢,إذا كان الإخطار بالإنهاء من جانب صاحب العمل ، يحق للعامل أن يتغيب يومًا كاملاً فى الأسبوع أو ثمانى ساعات أثناء الأسبوع ، وذلك للبحث عن عمل آخر مع استحقاقه لأجره عن يوم أو ساعات الغياب .,labor_law
١٦٣,لصاحب العمل أن يعفى العامل من العمل أثناء مهلة الإخطار ، مع احتساب مدة خدمة العامل مستمرة إلى حين انتهاء تلك المهلة ، مع ما يترتب على ذلك من آثار ، وبخاصة استحقاق العامل أجره عن هذه المهلة .,labor_law
١٦٤,إذا أنهى صاحب العمل عقد العمل غير محدد المدة دون إخطار أو قبل انقضاء مهلة الإخطار ، يلتزم بأن يؤدى للعامل مبلغًا يعادل أجره عن مدة المهلة ، أو الجزء الباقى منها .,labor_law
١٦٥,إذا أنهى صاحب العمل العقد غير محدد المدة لسبب غير مشروع ، كان للعامل الحق فى تعويض عما أصابه من ضرر بسبب هذا الإنهاء بما لا يقل عن أجر شهرين عن كل سنة من سنوات الخدمة ، ولا يخل ذلك بحق العامل فى المطالبة بباقى حقوقه المقررة قانونًا .,labor_law
١٦٦,يُعتبر العامل مستقيلاً من العمل إذا تغيب بدون مبرر مشروع أكثر من عشرين يومًا متقطعة خلال السنة الواحدة ، أو أكثر من عشرة أيام متتالية ، على أن يسبق ذلك إنذار بخطاب موصى عليه بعلم الوصول من صاحب العمل ، أو من يمثله ، للعامل بعد غيابه عشرة أيام فى الحالة الأولى ، وخمسة أيام فى الحالة الثانية .,labor_law
١٦٧,للعامل أن يقدم استقالته كتابة لصاحب العمل بشرط أن تكون موقعة من العاملأو من وكيله الخاص ، ومعتمدة من الجهة الإدارية المختصة .,labor_law
١٦٨,للعامل إنهاء العقد إذا أخل صاحب العمل بالتزام من التزاماته الجوهرية الناشئة عن هذا القانون ، أو عقد العمل الفردى أو الجماعى ، أو لائحة النظام الأساسى للمنشأة ، أو إذا وقع على العامل ، أو أحد ذويه اعتداء من صاحب العمل ،أو ممن يمثله .,labor_law
١٦٩,ينتهى عقد العمل بوفاة العامل حقيقة ، أو حكمًا ، طبقًا للقواعد القانونية المقررة ، ولا ينتهى عقد العمل بوفاة صاحب العمل ، إلا إذا كان قد أبرم لاعتبارات تتعلق بشخص صاحب العمل ، أو بنشاطه الذى ينقطع بوفاته .,labor_law
۱۷۰,مع عدم الإخلال بأحكام قانون التأمينات الاجتماعية والمعاشات المشار إليه ، ينتهى عقد العمل بعجز العامل عن تأدية عمله عجزًا كليًا ، أيًا كان سبب هذا العجز .,labor_law
۱۷۱,لا يجوز تحديد سن للتقاعد تقل عن ستين سنة .,labor_law
۱۷۲,يستحق العامل عن مدة عمله بعد سن الستين ، مكافأة بواقع أجر نصف شهر عن كل سنة من السنوات الخمس الأولى من الخدمة ، وأجر شهر عن كل سنة من السنوات التالية لها ، وذلك إذا لم تكن له حقوق عن هذه المدة ، وفقًا لأحكام تأمين الشيخوخة ، والعجز ، والوفاة المنصوص عليها فى قانون التأمينات الاجتماعية والمعاشات المشار إليه .,labor_law
۱۷۳,يُحظر على صاحب العمل إنهاء عقد العامل لمرض العامل ، إلا إذا استنفد إجازاته المرضية ، وما تبقى من متجمد إجازاته السنوية المستحقة له ، وذلك مع عدم الإخلال بأحكام قانون التأمينات الاجتماعية والمعاشات المشار إليه .,labor_law
١٧٤,لصاحب العمل أن ينهى عقد العمل ولو كان محدد المدة ، أو مبرمًا لإنجاز عمل معين إذا حكم نهائيًا على العامل بعقوبة جناية أو بعقوبة مقيدة للحرية فى جريمة ماسة بالشرف أو الأمانة ، وذلك ما لم تأمر المحكمة بوقف تنفيذ العقوبة .,labor_law
١٧٥,يلتزم صاحب العمل بأن يمكن العامل من الاطلاع على تدرجه الوظيفىوعناصر أجره ، وأن يعطى العامل بناءً على طلبه ودون مقابل شهادة تحدد خبرته وكفاءته المهنية ، وذلك أثناء سريان العقد ، أو عند انتهائه .,labor_law
١٧٦,"تنشأ بدائرة اختصاص كل محكمة ابتدائية محكمة تسمى ""المحكمة العمالية"" ، كما تنشأ بدائرة كل محكمة من محاكم الاستئناف دوائر استئنافية متخصصة ، لنظر الطعون التى ترفع إليها فى الأحكام الصادرة عن المحكمة العمالية .",labor_law
۱۷۷,تختص المحكمة العمالية المشار إليها فى المادة (176) من هذا القانون ،دون غيرها ، بنظر النزاعات الناشئة عن تطبيق أحكام القوانين واللوائح المنظمة لعلاقات العمل كافة ، وكذلك الدعاوى المتعلقة بحقوق العمال التأمينية والمنتفعين عنهم ، والمنظمات النقابية العمالية وتشكيلاتها ، وذلك دون الإخلال باختصاصات محاكم مجلس الدولة .,labor_law
۱۷۸,تشكل كل دائرة من دوائر المحكمة العمالية من ثلاثة من القضاة بالمحاكم الابتدائية ، يكون أحدهم على الأقل بدرجة رئيس من الفئة (أ) .,labor_law
۱۷۹,تعين الجمعية العمومية للمحكمة الابتدائية فى بداية كل عام قضائى قاضيًا بدرجة رئيس محكمة من الفئة (أ) ليحكم بصفة مؤقتة مع عدم المساس بأصل الحق فى المسائل المستعجلة التى يخشى عليها من فوات الوقت ، وإصدار الأوامر على عرائض ، والأوامر الوقتية ، وأوامر الأداء فى تلك المسائل أيًا كانت قيمة الحق محل الطلب الذى تختص به المحاكم العمالية .,labor_law
۱۸۰,يكون الطعن فى الأحكام ، والتظلم من الأوامر الصادرة عن قاضى الأمور المستعجلة أمام المحاكم العمالية المتخصصة دون غيرها .,labor_law
۱۸۱,تختص دوائر المحاكم العمالية بنظر الجرائم الناشئة عن تطبيق أحكام القوانين واللوائح المنظمة لعلاقات العمل ، وحقوق العمال التأمينية والمنتفعين عنهم ، والمنظمات النقابية العمالية وتشكيلاتها ويكون استئنافها أمام الدوائرالاستئنافية المتخصصة .,labor_law
۱۸۲,لا يجوز الطعن بالنقض فى الأحكام الصادرة عن الدوائر الاستئنافية المتخصصة فى الجرائم الناشئة عن تطبيق أحكام القوانين واللوائح المنظمة لعلاقات العمل ، وحقوق العمال التأمينية والمنتفعين عنهم ، والمنظمات النقابية العمالية وتشكيلاتها ،فى غير الأحوال الصادر فيها أحكام بعقوبة مقيدة للحرية .,labor_law
۱۸۳,تختص المحكمة العمالية بالفصل فى منازعات التنفيذ الوقتية والموضوعيةفى الأحكام والأوامر الصادرة عنها ، أو تلك التى تصدر وفقًا للمادة (179) من هذا القانون ، ويطعن فى الأحكام الصادرة عنها أمام الدوائر الاستئنافية المتخصصة .,labor_law
١٨٤,ينشأ فى دائرة اختصاص المحكمة العمالية قلم كتاب خاص بالمحكمة ، وإدارة خاصة لتنفيذ الأحكام ، والقرارات الصادرة عنها ، أو عن دوائرها الاستئنافية .,labor_law
١٨٥,ينشأ فى مقر كل محكمة ابتدائية ، وكذا بكل مقر آخر تنعقد فيه المحكمة العمالية ، مكتب للمساعدة القانونية العمالية يناط به كل ما من شأنه معاونة المتقاضين فى إقامة دعواهم العمالية على الوجه القانونى الصحيح ، وتكون سائر خدمات هذا المكتب للمتقاضين اختيارية ، ودون مقابل .,labor_law
١٨٦,تشكل بمحكمة النقض دائرة أو أكثر تختص دون غيرها ، بالفصل فى الطعون بالنقض فى الأحكام الصادرة عن المحاكم العمالية .,labor_law
۱۸۷,تتبع فى الطعن على أحكام المحاكم العمالية الأحكام الواردة فى قوانين الإجراءات الجنائية ، وحالات وإجراءات الطعن أمام محكمة النقض ، والمرافعات المدنية والتجارية ، والإثبات فى المواد المدنية والتجارية ، بحسب الأحوال ، وذلك فيما لم يرد بشأنه نص خاص فى هذا القانون .,labor_law
۱۸۸,"ينشأ بالوزارة المختصة مجلس يسمى ""المجلس الأعلى للتشاور الاجتماعي"" ، وتكون له الشخصية الاعتبارية العامة ، يهدف إلى تعزيز التعاون والتشاور والحوار بين أطراف العمل الثلاثة فى جميع قضايا العمل ، بما يحقق التوازن والاستقرار فى علاقات العمل الفردية والجماعية .",labor_law
۱۸۹,يختص المجلس الأعلى للتشاور الاجتماعى بما يأتي :,labor_law
۱۹۰,يُشكل المجلس بقرار من رئيس مجلس الوزراء برئاسة الوزير المختص ، ويضم فى عضويته ممثلين عن الوزارات والجهات المعنية ، وممثلى منظمات أصحاب الأعمال المعنية والمنظمات النقابية العمالية المعنية ، ترشحهم منظماتهم بالتساوى فيما بينهما ، على أن يراعى عند الترشيح تمثيل جميع مستويات المنظمات النقابية المعنية وتمثيل المرأة بما لا يقل عن الثلث لكل من الأطراف الثلاث ، ما لم يتعذر ذلك .,labor_law
۱۹۱,دورة انعقاد المجلس أربع سنوات ، تبدأ من اليوم التالى لصدور قرار رئيس مجلس الوزراء الصادر بالتشكيل ، ويعاد تشكيله خلال الستين يومًا الأخيرة على الأقل قبل انتهاء دورته .,labor_law
۱۹۲,للمجلس أن ينشئ فروعًا له فى المحافظات للقيام بمهامه على مستوى المحافظة برئاسة مدير مديرية العمل ، وعضوية ممثلى المنظمات النقابية العمالية المعنية ومنظمات أصحاب الأعمال المعنية بالتساوى فيما بينهم ، كما له أن يشكل لجانًا نوعية من بين أعضائه أو من غيرهم للقيام بالمهام التى يوكلها إليهم ، على أن يراعى فى ذلك التمثيل الثلاثى للمجلس .,labor_law
۱۹۳,يجوز للمجلس قبول الهبات والمنح والتبرعات بعد العرض على مجلس إدارته وموافقة ثلثى أعضائه على الأقل ، ووفقًا للقواعد والإجراءات المقررة قانونًا .,labor_law
١٩٤,تجرى المفاوضة الجماعية بحرية وطواعية فى إطار من التوازن بين مصالح طرفيها من أجل :,labor_law
١٩٥,تكون المفاوضة الجماعية على مستوى المنشأة أو فروعها ، أو المهنة ،أو الصناعة ، أو على المستوى الإقليمى ، أو على المستوى القومى .,labor_law
١٩٦,إذا أثير نزاع عمل جماعى وجب على طرفيه الدخول فى مفاوضة جماعية لتسويته وديًا .,labor_law
۱۹۷,إذا أسفرت المفاوضة الجماعية عن اتفاق الطرفين يدون اتفاقهما فى اتفاقية عمل جماعية طبقًا للشروط والقواعد المحددة فى هذا القانون .,labor_law
۱۹۸,يُحظر على طرفى علاقة العمل أثناء المفاوضة اتخاذ إجراءات ، أو إصدار قرارات تتعلق بالموضوعات محل التفاوض ، إلا فى حالة الضرورة والاستعجال ويشترط أن يكون الإجراء أو القرار فى هذه الحالة مؤقتًا .,labor_law
۱۹۹,مع عدم الإخلال بأحكام قانون المنظمات النقابية العمالية وحماية حق التنظيم النقابى المشار إليه ، يكون إبرام الاتفاقية الجماعية لمدة لا تزيد على ثلاث سنوات ، أو للمدة اللازمة لتنفيذ مشروع معين ، فإذا زادت المدة فى الحالة الأخيرة على ثلاث سنوات تعين على طرفى الاتفاقية التفاوض لتجديدها أو لتعديل شروطها فى ضوءما يستجد من ظروف اقتصادية ، أو اجتماعية ، وتتبع فى شأن التجديد أحكامالمادة (202) من هذا القانون .,labor_law
۲۰۰,يقع باطلاً كل نص يرد فى اتفاقية العمل الجماعية ويكون مخالفًا لأحكام هذا القانون ، أو القوانين ذات الصلة .,labor_law
۲۰۱,يجب أن تكون اتفاقية العمل الجماعية مكتوبة باللغة العربية ، ويجوز كتابة نسخة منها بلغة أجنبية ، وفى حالة التعارض أو الخلاف يعتد بالنص المكتوب باللغة العربية .,labor_law
۲۰۲,يتعين على طرفى اتفاقية العمل الجماعية سلوك طريق المفاوضة الجماعية لتجديدها قبل انتهاء مدتها بثلاثة أشهر ، فإذا انقضت المدة الأخيرة دون الاتفاق على التجديد امتد العمل بالاتفاقية مدة ثلاثة أشهر ويستمر التفاوض لتجديدها ، فإذا انقضى شهران دون التوصل إلى اتفاق كان لأى من طرفى الاتفاقية عرض الأمر على الجهة الإدارية المختصة لاتخاذ ما يلزم نحو اتباع إجراءات الوساطة وفقًا لأحكام هذا القانون .,labor_law
۲۰۳,تكون اتفاقية العمل الجماعية نافذة وملزمة لطرفيها بعد التوقيع عليها ، ويتعين إيداعها لدى الجهة الإدارية المختصة لقيدها خلال ثلاثين يومًا من تاريخ التوقيع عليها فى سجل ورقى أو إلكترونى يعد لهذا الغرض ، ويجوز للجهة الإدارية المختصة الاعتراض عليها إذا توافرت حالة من الحالات المنصوص عليها فى المادة (200)من هذا القانون ، وإخطار طرفى الاتفاقية بالاعتراض وأسبابه ، وذلك بكتاب موصى عليه ومصحوبًا بعلم الوصول .,labor_law
٢٠٤,إذا رفضت الجهة الإدارية المختصة قيد الاتفاقية وفق أحكام المادة (203) من هذا القانون ، جاز لأى من طرفى الاتفاقية اللجوء إلى قاضى الأمور المستعجلة بالمحكمة العمالية المختصة التى يقع بدائرتها محل العمل ، وفقًا للإجراءات المعتادة لرفع الدعوى ، وذلك خلال ثلاثين يومًا من تاريخ الإخطار بالاعتراض ، فإذا قضت بقيد الاتفاقية وجب على الجهة الإدارية المختصة إجراء القيد فى السجل الخاص بذلك .,labor_law
٢٠٥,يلتزم صاحب العمل بأن يضع اتفاقية العمل الجماعية فى مكان ظاهربمحل العمل ، متضمنة نصوصها والموقعين عليها وتاريخ إيداعها لدى الجهةالإدارية المختصة .,labor_law
٢٠٦,يكون الانضمام إلى الاتفاقية بعد قيدها لدى الجهة الإدارية المختصة للعمال ومنظماتهم النقابية ، وأصحاب الأعمال ومنظماتهم من غير طرفى الاتفاقية الجماعية ، بناء على اتفاق بين الطرفين الراغبين فى الانضمام ودون حاجة إلى موافقة طرفى الاتفاقية الأصليين ، بطلب موقع من الطرفين يقدم إلى الجهة الإدارية المختصة .,labor_law
۲۰۷,تلتزم الجهة الإدارية المختصة بالتأشير على هامش السجل المشار إليه فى المادة (203) من هذا القانون بما يطرأ على اتفاقية العمل الجماعية من تجديد ، أو انضمام ،أو تعديل خلال خمسة عشر يومًا من تاريخ حصوله .,labor_law
۲۰۸,يلتزم طرفا اتفاقية العمل الجماعية بتنفيذها بطريقة تتفق مع ما يقتضيه حسن النية ، وأن يمتنعا عن القيام بأى عمل ، أو إجراء ، من شأنه أن يعطل تنفيذ أحكامها .,labor_law
۲۰۹,إذا طرأت ظروف استثنائية غير متوقعة وترتب على حدوثها أن تنفيذ أحد الطرفين للاتفاقية ، أو لحكم من أحكامها أصبح مرهقًا ، وجب على الطرفين سلوك طريق المفاوضة الجماعية لمناقشة هذه الظروف ، والوصول إلى اتفاق يحقق التوازن بين مصلحتيهما .,labor_law
۲۱۰,لكل من طرفى اتفاقية العمل الجماعية ، وكذلك لكل ذى مصلحة من العمال ،أو أصحاب الأعمال ، أن يطلب الحكم بتنفيذ أى من أحكامها ، أو بالتعويض عن عدم تنفيذها أو مخالفتها .,labor_law
۲۱۱,للمنظمة النقابية العمالية ، ولمنظمة أصحاب الأعمال التى تكون طرفًافى الاتفاقية الجماعية أن ترفع لمصلحة أى عضو من أعضائها جميع الدعاوى الناشئة عن الإخلال بأحكام الاتفاقية .,labor_law
۲۱۲,مع عدم الإخلال بحق التقاضي ، تخضع المنازعات الناشئة عن الاتفاقية الجماعية للإجراءات التى يتفق عليها الطرفان ، مع مراعاة الأحكام الواردة فى الباب الثالث من هذا الكتاب .,labor_law
۲۱۳,مع عدم الإخلال بحق التقاضي ، تسرى أحكام هذا الفصل على كل نزاع يتعلق بشروط العمل أو ظروفه أو أحكام التشغيل ينشأ بين صاحب عمل أو مجموعةمن أصحاب الأعمال ، أو منظماتهم ، وجميع العمال أو فريق منهم أو منظماتهم .,labor_law
٢١٤,إذا انقضى شهر من تاريخ بدء المفاوضة دون الوصول إلى اتفاق جاز للطرفين أو لأحدهما اللجوء للجهة الإدارية المختصة لبدء إجراءات التوفيق .,labor_law
٢١٥,تحدد الجهة الإدارية المختصة جلسة للتوفيق فى النزاع فى موعد لا يتجاوز خمسة أيام من تاريخ تقديم الطلب إليها ، ويخطر به طرفا النزاع قبل الموعد المحدد بثلاثة أيام على الأقل .,labor_law
٢١٦,إذا اتفق طرفا النزاع على تسويته وديًا وفقًا لأحكام هذا الفرع ، يحرر الاتفاق ويوقع عليه منهما فى اتفاقية عمل جماعية ، وتتخذ بشأنه الإجراءات الواردة فى هذا القانون ، وتكون ملزمة لهما .,labor_law
۲۱۷,مع مراعاة أحكام قانون التحكيم فى المواد المدنية والتجارية الصادر بالقانونرقم ۲۷ لسنة ١٩٩٤ ، إذا لم تتم تسوية النزاع خلال واحد وعشرين يومًا من تاريخ بدء التوفيق ، جاز للطرفين اللجوء إلى الجهة الإدارية المختصة لاتخاذ إجراءات إحالة النزاع إلى مركز الوساطة والتحكيم المنصوص عليه فى المادة (218) من هذا القانون .,labor_law
218,"يُنشأ بالوزارة المختصة مركز يسمى ""مركز الوساطة والتحكيم"" ، تكون له الشخصية الاعتبارية ، ويتبع الوزير المختص ، ويتكون من قسمين قسم الوساطة ، وقسم التحكيم .",labor_law
۲۱۹,"يُعد مركز الوساطة والتحكيم قائمة من الوسطاء وقائمة من المحكمين الذين تنطبق عليهم الشروط الواردة فى هذا القانون ، ويؤدى كل منهم أمام رئيس المركز القسم الآتى : ""أقسم بالله العظيم أن أؤدى مهمتى بالذمة والأمانة والصدق وألا أفشى سرًامن أسرار العمل التى أطلع عليها بحكم مهمتى"" .",labor_law
۲۲۰,استثناءً من أحكام المادتين (221 ، 226) من هذا القانون ، يجوز لمركز الوساطة والتحكيم الاستعانة بأعضاء من الجهات والهيئات القضائية بعد موافقة مجالسهم الخاصة .,labor_law
۲۲۱,يُشترط فيمن يقيد بقائمة الوسطاء الشروط الآتية :,labor_law
۲۲۲,لطرفى النزاع اختيار أحد الوسطاء المقيدين بالقائمة فى موعد غايته سبعة أيام من تاريخ تقديم طلب الوساطة .,labor_law
۲۲۳,تبدأ مهمة الوسيط من تاريخ إحالة النزاع إليه ، وعليه إنجاز مهمته خلال شهر .,labor_law
٢٢٤,مع عدم الإخلال بحكم المادة (223) من هذا القانون ، يحق لطرفى النزاعأو أحدهما خلال خمسة عشر يومًا أن يطلب من مركز الوساطة والتحكيم استبدال وسيط النزاع لمرة واحدة ، فإذا رفض الطرف الآخر استبداله تعين على مركز الوساطة والتحكيم الفصل فى هذا الطلب فى موعد لا يجاوز يومين ، فإذا تم اختيار وسيط جديد تحسب مدة أعماله من تاريخ تسلمه للمهمة .,labor_law
٢٢٥,على الوسيط أن يبذل مساعيه للتقريب بين وجهات نظر طرفى النزاع ،فإذا لم يتمكن من تحقيق ذلك كان عليه أن يقدم للطرفين كتابة ما يقترحه من توصيات لحل النزاع .,labor_law
٢٢٦,يُشترط فيمن يقيد بقائمة المحكمين ، الشروط الآتية :,labor_law
۲۲۷,تشكل هيئة التحكيم باتفاق الطرفين من محكم واحد أو أكثر ، بشرط أن يكون العدد فرديًا ، لنظر النزاع القائم ، وذلك فى موعد غايته خمسة عشر يومًا من تاريخ إحالة النزاع لقسم التحكيم .,labor_law
